,Is_Holiday,Holiday_Type,OneHourSlot,Month,Year,Weekday,Seasonal_lag_1,Seasonal_lag_2,Seasonal_lag_24,Seasonal_lag_168,Seasonal_lag_336,Seasonal_lag_504,Seasonal_lag_672,Pred,Actual
43,0,0,6,4,2023,3,-50.99768908671848,-59.24795192998738,-31.79759557994792,-34.70631116173431,-36.515563185601614,-35.66132324721602,-32.86788011676301,-36.0,-31.568149764196413
44,0,0,7,4,2023,3,-31.568149764196413,-50.99768908671848,-2.404501014572748,0.0065680325627589,2.110641859622957,4.385014386522615,2.630058661008557,-5.0,-2.7037388280463945
45,0,0,8,4,2023,3,-2.7037388280463945,-31.568149764196413,59.787020590308565,60.40301016992272,62.44975839724524,62.1281345672378,59.52757561777048,57.0,60.074951401556966
46,0,0,9,4,2023,3,60.074951401556966,-2.7037388280463945,141.11104141526118,143.3360399374026,138.87322217879478,140.6181658435556,135.50760681426976,137.0,141.6031382144757
47,0,0,10,4,2023,3,141.6031382144757,60.074951401556966,65.15314704086133,70.20906194101347,79.53904496217505,80.05430817193671,72.8517535589491,63.0,64.99385411116509
48,0,0,11,4,2023,3,64.99385411116509,141.6031382144757,11.857420576605875,19.276917124589755,27.02932706774764,22.478267125476787,19.47233171684748,10.0,10.85552932482403
49,0,0,12,4,2023,3,10.85552932482403,64.99385411116509,-0.5264349827203586,-5.51610832834753,-6.290396654639919,-3.805765518583784,-0.4635178612480226,-3.0,0.8092598859344232
50,0,0,13,4,2023,3,0.8092598859344232,10.85552932482403,-4.795855921133836,-8.950300156896603,-11.529716961251522,-9.10689062752528,-9.042607336237122,-8.0,-4.456691960602044
51,0,0,14,4,2023,3,-4.456691960602044,0.8092598859344232,-15.883495009764191,-14.27363498933032,-14.654336516132693,-12.746355387328116,-13.64886160499518,-18.0,-15.871847129687218
52,0,0,15,4,2023,3,-15.871847129687218,-4.456691960602044,-16.28137397261642,-17.64427321611723,-16.48280471679796,-14.752066636894089,-15.718896001973368,-19.0,-15.799317328489469
53,0,0,16,4,2023,3,-15.799317328489469,-15.871847129687218,-11.80382650818953,-14.787733470009464,-15.579135801964563,-12.39312311533341,-12.468173369920576,-15.0,-11.302840312331089
54,0,0,17,4,2023,3,-11.302840312331089,-15.799317328489469,7.848803349070266,8.729218343883208,2.3015613296685484,-1.9835174654266008,-4.1062400613170125,5.0,6.983478745688131
55,0,0,18,4,2023,3,6.983478745688131,-11.302840312331089,28.00505672048682,28.324218359163503,19.833462566117863,16.80535264694007,22.21253906030965,25.0,27.41834358367039
56,0,0,19,4,2023,3,27.41834358367039,6.983478745688131,38.45470169272797,26.95241565872686,27.0447178643155,22.49328756096081,21.3251228485876,32.0,41.071788017353605
57,0,0,20,4,2023,3,41.071788017353605,27.41834358367039,43.36161167243069,47.96919426387917,60.07275824254279,48.735578539482745,42.69013193758585,37.0,43.14160542725836
58,0,0,21,4,2023,3,43.14160542725836,41.071788017353605,22.23817576433549,31.669796216404333,26.98602611966232,27.37053195684233,25.41416814224578,23.0,19.974368386540817
59,0,0,22,4,2023,3,19.974368386540817,43.14160542725836,-13.221835237661267,-8.399652085373537,-8.898086339337896,-11.398146972355647,-9.69472446767892,-15.0,-14.700547411729524
60,0,0,23,4,2023,3,-14.700547411729524,19.974368386540817,-7.5924874855768385,-11.72816352849129,-4.146834982942779,0.6717112650907483,3.3190673702251896,-12.0,-7.458359197962111
61,0,0,24,4,2023,3,-7.458359197962111,-14.700547411729524,-31.84907287227214,-34.273376829882075,-38.01989734512106,-34.517066863429264,-31.594189729508944,-35.0,-31.843676203376223
62,1,10,1,4,2023,4,-31.843676203376223,-7.458359197962111,-53.50413059773726,-52.75929238875068,-53.86087930972801,-52.519441120088366,-49.33668173995042,-55.0,-53.67522899655385
63,1,10,2,4,2023,4,-53.67522899655385,-31.843676203376223,-59.27215730465341,-59.88734567302467,-61.39977330041296,-60.84153976077382,-58.194306505671726,-61.0,-59.22353937146507
64,1,10,3,4,2023,4,-59.22353937146507,-53.67522899655385,-59.26075865944671,-59.87651144301703,-61.39308162990709,-60.85439147406727,-58.19566818243643,-62.0,-59.202805548058464
65,1,10,4,4,2023,4,-59.202805548058464,-59.22353937146507,-59.24795192998738,-59.86553376747503,-61.3903853357112,-60.86851525991419,-58.19320334074271,-62.0,-59.19489862263586
66,1,10,5,4,2023,4,-59.19489862263586,-59.202805548058464,-50.99768908671848,-52.96116208516145,-55.33185039059506,-54.896317149225965,-52.25114159212024,-55.0,-50.77469142054439
67,1,10,6,4,2023,4,-50.77469142054439,-59.19489862263586,-31.568149764196413,-34.07717216372981,-36.50162393740101,-35.80369445242934,-33.05665428046651,-36.0,-31.36780397104188
68,1,10,7,4,2023,4,-31.36780397104188,-50.77469142054439,-2.7037388280463945,-0.2655651089921537,0.986872976721913,4.450359625246222,3.1557542633161546,-6.0,-2.999107617943229
69,1,10,8,4,2023,4,-2.999107617943229,-31.36780397104188,60.074951401556966,59.88386544772472,62.25172908881567,62.37394759365648,59.38229795542249,56.0,60.23613579015764
70,1,10,9,4,2023,4,60.23613579015764,-2.999107617943229,141.6031382144757,142.90241486342646,139.15512903071155,140.11904491380614,136.7080960770237,136.0,142.20724278713644
71,1,10,10,4,2023,4,142.20724278713644,60.23613579015764,64.99385411116509,68.88277220859487,78.3682651864122,80.72129544649454,72.93816414313538,63.0,65.11137799536695
72,1,10,11,4,2023,4,65.11137799536695,142.20724278713644,10.85552932482403,17.978878813751507,27.41013045138498,23.34885541075024,18.916011384328804,9.0,10.409423909388051
73,1,10,12,4,2023,4,10.409423909388051,65.11137799536695,0.8092598859344232,-4.9330183852247,-6.701448225554412,-4.477279828896783,-0.8085619413208122,-2.0,2.0246048587938192
74,1,10,13,4,2023,4,2.0246048587938192,10.409423909388051,-4.456691960602044,-8.469098245387158,-11.176216885664097,-9.637626096482707,-8.57206168311419,-8.0,-4.182440252810918
75,1,10,14,4,2023,4,-4.182440252810918,2.0246048587938192,-15.871847129687218,-14.345643685134522,-14.404898682919844,-13.064145547382308,-13.006456297427182,-18.0,-15.599517760262115
76,1,10,15,4,2023,4,-15.599517760262115,-4.182440252810918,-15.799317328489469,-17.627930248037575,-16.991664071474975,-14.654222609535624,-15.739505101130671,-19.0,-15.244393883644
77,1,10,16,4,2023,4,-15.244393883644,-15.599517760262115,-11.302840312331089,-14.37646621689789,-15.601293886862337,-12.966216223988626,-12.21953155405563,-15.0,-10.879172600992844
78,1,10,17,4,2023,4,-10.879172600992844,-15.244393883644,6.983478745688131,8.475381067355721,3.916532546524111,-1.2411689745859384,-4.019290687785046,3.0,5.728109432279716
79,1,10,18,4,2023,4,5.728109432279716,-10.879172600992844,27.41834358367039,29.587057472392377,21.04018280020727,16.463439280951025,21.376944011430016,24.0,27.132655162234983
80,1,10,19,4,2023,4,27.132655162234983,5.728109432279716,41.071788017353605,27.804688153665168,25.97772969739352,24.163464062507288,21.462294033657543,35.0,42.89570435972077
81,1,10,20,4,2023,4,42.89570435972077,27.132655162234983,43.14160542725836,46.56208402851885,60.40575441338108,49.93225057369916,41.64031232527278,36.0,42.87937098455848
82,1,10,21,4,2023,4,42.87937098455848,42.89570435972077,19.974368386540817,30.95703286274952,27.845278255945026,26.77639229302374,26.497087955809807,20.0,17.825866157521943
83,1,10,22,4,2023,4,17.825866157521943,42.87937098455848,-14.700547411729524,-8.587760664436075,-8.747889910696479,-11.22811071300944,-9.985062059736206,-16.0,-16.16630784929685
84,1,10,23,4,2023,4,-16.16630784929685,17.825866157521943,-7.458359197962111,-11.26437964156536,-5.774643875390693,0.4584348363399786,2.9384827633970647,-11.0,-7.581659189806412
85,1,10,24,4,2023,4,-7.581659189806412,-16.16630784929685,-31.843676203376223,-33.384271064864144,-38.16574991487606,-35.20267432740789,-31.50666947896805,-35.0,-31.846899579245687
86,0,0,1,4,2023,5,-31.846899579245687,-7.581659189806412,-53.67522899655385,-52.73144144526108,-53.73489266738336,-52.79661186592736,-49.62839199941405,-55.0,-53.8027435245037
87,0,0,2,4,2023,5,-53.8027435245037,-31.846899579245687,-59.22353937146507,-59.68816049330741,-61.26693861463591,-60.91583159906792,-58.40983942090685,-61.0,-59.13908266343442
88,0,0,3,4,2023,5,-59.13908266343442,-53.8027435245037,-59.202805548058464,-59.676158746585024,-61.25607650251953,-60.918997742321736,-58.42008945000568,-62.0,-59.08178396129808
89,0,0,4,4,2023,5,-59.08178396129808,-59.13908266343442,-59.19489862263586,-59.66372842770481,-61.24944177464482,-60.92367790659615,-58.42544657392403,-62.0,-59.11011984315006
90,0,0,5,4,2023,5,-59.11011984315006,-59.08178396129808,-50.77469142054439,-52.54113685080365,-55.08478098347199,-54.95691567925971,-52.534804989350775,-54.0,-50.53413698990834
