,Date_Time,Is_Holiday,Holiday_Type,OneHourSlot,Month,Year,Weekday,Trend,Trend_lag_1,Trend_lag_2,Trend_lag_24,Trend_lag_168,Trend_lag_336,Trend_lag_504,Trend_lag_672
9883,2024-05-01 19:00:00,0,0,,1,2019,5,54.0,,,,,,,
9884,2024-05-01 20:00:00,0,0,,1,2019,5,54.0,,,,,,,
9885,2024-05-01 21:00:00,0,0,,1,2019,5,54.0,,,,,,,
9886,2024-05-01 22:00:00,0,0,,1,2019,5,54.0,,,,,,,
9887,2024-05-01 23:00:00,0,0,,1,2019,5,54.0,,,,,,,
9888,2024-05-02 00:00:00,0,0,,1,2019,6,54.0,,,,,,,
9889,2024-05-02 01:00:00,0,0,,1,2019,6,54.0,,,,,,,
9890,2024-05-02 02:00:00,0,0,,1,2019,6,54.0,,,,,,,
9891,2024-05-02 03:00:00,0,0,,1,2019,6,54.0,,,,,,,
9892,2024-05-02 04:00:00,0,0,,1,2019,6,54.0,,,,,,,
9893,2024-05-02 05:00:00,0,0,,1,2019,6,54.0,,,,,,,
9894,2024-05-02 06:00:00,0,0,,1,2019,6,54.0,,,,,,,
9895,2024-05-02 07:00:00,0,0,,1,2019,6,54.0,,,,,,,
9896,2024-05-02 08:00:00,0,0,,1,2019,6,54.0,,,,,,,
9897,2024-05-02 09:00:00,0,0,,1,2019,6,54.0,,,,,,,
9898,2024-05-02 10:00:00,0,0,,1,2019,6,54.0,,,,,,,
9899,2024-05-02 11:00:00,0,0,,1,2019,6,54.0,,,,,,,
9900,2024-05-02 12:00:00,0,0,,1,2019,6,54.0,,,,,,,
9901,2024-05-02 13:00:00,0,0,,1,2019,6,54.0,,,,,,,
9902,2024-05-02 14:00:00,0,0,,1,2019,6,54.0,,,,,,,
9903,2024-05-02 15:00:00,0,0,,1,2019,6,54.0,,,,,,,
9904,2024-05-02 16:00:00,0,0,,1,2019,6,54.0,,,,,,,
9905,2024-05-02 17:00:00,0,0,,1,2019,6,54.0,,,,,,,
9906,2024-05-02 18:00:00,0,0,,1,2019,6,54.0,,,,,,,
9907,2024-05-02 19:00:00,0,0,,1,2019,6,54.0,,,,,,,
9908,2024-05-02 20:00:00,0,0,,1,2019,6,54.0,,,,,,,
9909,2024-05-02 21:00:00,0,0,,1,2019,6,54.0,,,,,,,
9910,2024-05-02 22:00:00,0,0,,1,2019,6,54.0,,,,,,,
9911,2024-05-02 23:00:00,0,0,,1,2019,6,54.0,,,,,,,
9912,2024-05-03 00:00:00,0,0,,1,2019,0,54.0,,,,,,,
9913,2024-05-03 01:00:00,0,0,,1,2019,0,54.0,,,,,,,
9914,2024-05-03 02:00:00,0,0,,1,2019,0,54.0,,,,,,,
9915,2024-05-03 03:00:00,0,0,,1,2019,0,54.0,,,,,,,
9916,2024-05-03 04:00:00,0,0,,1,2019,0,54.0,,,,,,,
9917,2024-05-03 05:00:00,0,0,,1,2019,0,54.0,,,,,,,
9918,2024-05-03 06:00:00,0,0,,1,2019,0,54.0,,,,,,,
9919,2024-05-03 07:00:00,0,0,,1,2019,0,54.0,,,,,,,
9920,2024-05-03 08:00:00,0,0,,1,2019,0,54.0,,,,,,,
9921,2024-05-03 09:00:00,0,0,,1,2019,0,54.0,,,,,,,
9922,2024-05-03 10:00:00,0,0,,1,2019,0,54.0,,,,,,,
9923,2024-05-03 11:00:00,0,0,,1,2019,0,54.0,,,,,,,
9924,2024-05-03 12:00:00,0,0,,1,2019,0,54.0,,,,,,,
9925,2024-05-03 13:00:00,0,0,,1,2019,0,54.0,,,,,,,
9926,2024-05-03 14:00:00,0,0,,1,2019,0,54.0,,,,,,,
9927,2024-05-03 15:00:00,0,0,,1,2019,0,54.0,,,,,,,
9928,2024-05-03 16:00:00,0,0,,1,2019,0,54.0,,,,,,,
9929,2024-05-03 17:00:00,0,0,,1,2019,0,54.0,,,,,,,
9930,2024-05-03 18:00:00,0,0,,1,2019,0,54.0,,,,,,,
9931,2024-05-03 19:00:00,0,0,,1,2019,0,54.0,,,,,,,
9932,2024-05-03 20:00:00,0,0,,1,2019,0,54.0,,,,,,,
9933,2024-05-03 21:00:00,0,0,,1,2019,0,54.0,,,,,,,
9934,2024-05-03 22:00:00,0,0,,1,2019,0,54.0,,,,,,,
9935,2024-05-03 23:00:00,0,0,,1,2019,0,54.0,,,,,,,
9936,2024-05-04 00:00:00,0,0,,1,2019,1,54.0,,,,,,,
9937,2024-05-04 01:00:00,0,0,,1,2019,1,54.0,,,,,,,
9938,2024-05-04 02:00:00,0,0,,1,2019,1,54.0,,,,,,,
9939,2024-05-04 03:00:00,0,0,,1,2019,1,54.0,,,,,,,
9940,2024-05-04 04:00:00,0,0,,1,2019,1,54.0,,,,,,,
9941,2024-05-04 05:00:00,0,0,,1,2019,1,54.0,,,,,,,
9942,2024-05-04 06:00:00,0,0,,1,2019,1,54.0,,,,,,,
9943,2024-05-04 07:00:00,0,0,,1,2019,1,54.0,,,,,,,
9944,2024-05-04 08:00:00,0,0,,1,2019,1,54.0,,,,,,,
9945,2024-05-04 09:00:00,0,0,,1,2019,1,54.0,,,,,,,
9946,2024-05-04 10:00:00,0,0,,1,2019,1,54.0,,,,,,,
