,Date_Time,Is_Holiday,Holiday_Type,OneHourSlot,Month,Year,Weekday,Trend,Trend_lag_1,Trend_lag_2,Trend_lag_24,Trend_lag_168,Trend_lag_336,Trend_lag_504,Trend_lag_672
9947,2024-05-04 11:00:00,0,0,,1,2019,1,54.0,,,,,,,
9948,2024-05-04 12:00:00,0,0,,1,2019,1,54.0,,,,,,,
9949,2024-05-04 13:00:00,0,0,,1,2019,1,54.0,,,,,,,
9950,2024-05-04 14:00:00,0,0,,1,2019,1,54.0,,,,,,,
9951,2024-05-04 15:00:00,0,0,,1,2019,1,54.0,,,,,,,
9952,2024-05-04 16:00:00,0,0,,1,2019,1,54.0,,,,,,,
9953,2024-05-04 17:00:00,0,0,,1,2019,1,54.0,,,,,,,
9954,2024-05-04 18:00:00,0,0,,1,2019,1,54.0,,,,,,,
9955,2024-05-04 19:00:00,0,0,,1,2019,1,54.0,,,,,,,
9956,2024-05-04 20:00:00,0,0,,1,2019,1,54.0,,,,,,,
9957,2024-05-04 21:00:00,0,0,,1,2019,1,54.0,,,,,,,
9958,2024-05-04 22:00:00,0,0,,1,2019,1,54.0,,,,,,,
9959,2024-05-04 23:00:00,0,0,,1,2019,1,54.0,,,,,,,
9960,2024-05-05 00:00:00,0,0,,1,2019,2,54.0,,,,,,,
9961,2024-05-05 01:00:00,0,0,,1,2019,2,54.0,,,,,,,
9962,2024-05-05 02:00:00,0,0,,1,2019,2,54.0,,,,,,,
9963,2024-05-05 03:00:00,0,0,,1,2019,2,54.0,,,,,,,
9964,2024-05-05 04:00:00,0,0,,1,2019,2,54.0,,,,,,,
9965,2024-05-05 05:00:00,0,0,,1,2019,2,54.0,,,,,,,
9966,2024-05-05 06:00:00,0,0,,1,2019,2,54.0,,,,,,,
9967,2024-05-05 07:00:00,0,0,,1,2019,2,54.0,,,,,,,
9968,2024-05-05 08:00:00,0,0,,1,2019,2,54.0,,,,,,,
9969,2024-05-05 09:00:00,0,0,,1,2019,2,54.0,,,,,,,
9970,2024-05-05 10:00:00,0,0,,1,2019,2,54.0,,,,,,,
9971,2024-05-05 11:00:00,0,0,,1,2019,2,54.0,,,,,,,
9972,2024-05-05 12:00:00,0,0,,1,2019,2,54.0,,,,,,,
9973,2024-05-05 13:00:00,0,0,,1,2019,2,54.0,,,,,,,
9974,2024-05-05 14:00:00,0,0,,1,2019,2,54.0,,,,,,,
9975,2024-05-05 15:00:00,0,0,,1,2019,2,54.0,,,,,,,
9976,2024-05-05 16:00:00,0,0,,1,2019,2,54.0,,,,,,,
9977,2024-05-05 17:00:00,0,0,,1,2019,2,54.0,,,,,,,
9978,2024-05-05 18:00:00,0,0,,1,2019,2,54.0,,,,,,,
9979,2024-05-05 19:00:00,0,0,,1,2019,2,54.0,,,,,,,
9980,2024-05-05 20:00:00,0,0,,1,2019,2,54.0,,,,,,,
9981,2024-05-05 21:00:00,0,0,,1,2019,2,54.0,,,,,,,
9982,2024-05-05 22:00:00,0,0,,1,2019,2,54.0,,,,,,,
9983,2024-05-05 23:00:00,0,0,,1,2019,2,54.0,,,,,,,
9984,2024-05-06 00:00:00,0,0,,1,2019,3,54.0,,,,,,,
9985,2024-05-06 01:00:00,0,0,,1,2019,3,54.0,,,,,,,
9986,2024-05-06 02:00:00,0,0,,1,2019,3,54.0,,,,,,,
9987,2024-05-06 03:00:00,0,0,,1,2019,3,54.0,,,,,,,
9988,2024-05-06 04:00:00,0,0,,1,2019,3,54.0,,,,,,,
9989,2024-05-06 05:00:00,0,0,,1,2019,3,54.0,,,,,,,
9990,2024-05-06 06:00:00,0,0,,1,2019,3,54.0,,,,,,,
9991,2024-05-06 07:00:00,0,0,,1,2019,3,54.0,,,,,,,
9992,2024-05-06 08:00:00,0,0,,1,2019,3,54.0,,,,,,,
9993,2024-05-06 09:00:00,0,0,,1,2019,3,54.0,,,,,,,
9994,2024-05-06 10:00:00,0,0,,1,2019,3,54.0,,,,,,,
9995,2024-05-06 11:00:00,0,0,,1,2019,3,54.0,,,,,,,
9996,2024-05-06 12:00:00,0,0,,1,2019,3,54.0,,,,,,,
9997,2024-05-06 13:00:00,0,0,,1,2019,3,54.0,,,,,,,
9998,2024-05-06 14:00:00,0,0,,1,2019,3,54.0,,,,,,,
9999,2024-05-06 15:00:00,0,0,,1,2019,3,54.0,,,,,,,
10000,2024-05-06 16:00:00,0,0,,1,2019,3,54.0,,,,,,,
10001,2024-05-06 17:00:00,0,0,,1,2019,3,54.0,,,,,,,
10002,2024-05-06 18:00:00,0,0,,1,2019,3,54.0,,,,,,,
10003,2024-05-06 19:00:00,0,0,,1,2019,3,54.0,,,,,,,
10004,2024-05-06 20:00:00,0,0,,1,2019,3,54.0,,,,,,,
10005,2024-05-06 21:00:00,0,0,,1,2019,3,54.0,,,,,,,
10006,2024-05-06 22:00:00,0,0,,1,2019,3,54.0,,,,,,,
10007,2024-05-06 23:00:00,0,0,,1,2019,3,54.0,,,,,,,
10008,2024-05-07 00:00:00,0,0,,1,2019,4,54.0,,,,,,,
10009,2024-05-07 01:00:00,0,0,,1,2019,4,54.0,,,,,,,
10010,2024-05-07 02:00:00,0,0,,1,2019,4,54.0,,,,,,,
10011,2024-05-07 03:00:00,0,0,,1,2019,4,54.0,,,,,,,
10012,2024-05-07 04:00:00,0,0,,1,2019,4,54.0,,,,,,,
10013,2024-05-07 05:00:00,0,0,,1,2019,4,54.0,,,,,,,
10014,2024-05-07 06:00:00,0,0,,1,2019,4,54.0,,,,,,,
10015,2024-05-07 07:00:00,0,0,,1,2019,4,54.0,,,,,,,
10016,2024-05-07 08:00:00,0,0,,1,2019,4,54.0,,,,,,,
10017,2024-05-07 09:00:00,0,0,,1,2019,4,54.0,,,,,,,
10018,2024-05-07 10:00:00,0,0,,1,2019,4,54.0,,,,,,,
10019,2024-05-07 11:00:00,0,0,,1,2019,4,54.0,,,,,,,
10020,2024-05-07 12:00:00,0,0,,1,2019,4,54.0,,,,,,,
10021,2024-05-07 13:00:00,0,0,,1,2019,4,54.0,,,,,,,
10022,2024-05-07 14:00:00,0,0,,1,2019,4,54.0,,,,,,,
10023,2024-05-07 15:00:00,0,0,,1,2019,4,54.0,,,,,,,
10024,2024-05-07 16:00:00,0,0,,1,2019,4,54.0,,,,,,,
10025,2024-05-07 17:00:00,0,0,,1,2019,4,54.0,,,,,,,
10026,2024-05-07 18:00:00,0,0,,1,2019,4,54.0,,,,,,,
10027,2024-05-07 19:00:00,0,0,,1,2019,4,54.0,,,,,,,
10028,2024-05-07 20:00:00,0,0,,1,2019,4,54.0,,,,,,,
10029,2024-05-07 21:00:00,0,0,,1,2019,4,54.0,,,,,,,
10030,2024-05-07 22:00:00,0,0,,1,2019,4,54.0,,,,,,,
10031,2024-05-07 23:00:00,0,0,,1,2019,4,54.0,,,,,,,
